hashed_author,first_name,tag
astro-ph|Nindos|A.,A.,initial
astro-ph|Matthews|L. D.,L. D.,initial
cond-mat|Tolias|P.,P.,initial
nucl-ex|Lee|J.,J.,initial
quant-ph|Megrant|A.,A.,initial
math|Venkatesha|,,na
hep-ph|Wang|H. P.,H. P.,initial
gr-qc|Cabrera-Munguia|I.,I.,initial
hep-ph|Rodriguez|M. Prado,M. Prado,initial
astro-ph|Mikal-Evans|T.,T.,initial
quant-ph|Sank|D.,D.,initial
physics|Konno|T.,T.,initial
astro-ph|Zornoza|J. D.,J. D.,initial
hep-ex|Wilson|J. R.,J. R.,initial
astro-ph|Lough|J. D.,J. D.,initial
hep-th|Borges|L. H. C.,L. H. C.,initial
cond-mat|Pasupathy|A. N.,A. N.,initial
astro-ph|Zaroubi|S.,S.,initial
astro-ph|Lowitz|A. E.,A. E.,initial
astro-ph|Hasan|S N,S N,too_short
hep-ex|Khokhlov|Yu. A.,Yu. A.,initial
nucl-ex|Fan|Y.,Y.,initial
hep-ex|Vasilyev|S.,S.,initial
gr-qc|Man|N.,N.,initial
hep-ex|Bona|M.,M.,initial
cond-mat|Franchini|C.,C.,initial
hep-ph|Carrillo-Monteverde|A.,A.,initial
hep-th|Peloso|M.,M.,initial
nucl-ex|Nikolskii|E. Yu.,E. Yu.,initial
astro-ph|Eya|I. O.,I. O.,initial
astro-ph|McGrew|C.,C.,initial
hep-ph|Mandrioli|G.,G.,initial
math|Graber|P. Jameson,P. Jameson,initial
hep-ex|Calame|C. M. Carloni,C. M. Carloni,initial
nucl-ex|Geurts|F.,F.,initial
hep-ph|Della Morte|M.,M.,initial
math|Sabirov|K. K.,K. K.,initial
astro-ph|Finley|J. P.,J. P.,initial
hep-ex|Hayakawa|T.,T.,initial
physics|Meyer|S. S.,S. S.,initial
hep-ex|Derwent|P. F.,P. F.,initial
hep-th|Mohammadi|A.,A.,initial
hep-th|Novichkov|P. P.,P. P.,initial
cond-mat|Yudin|A. N.,A. N.,initial
astro-ph|Stark|A. A.,A. A.,initial
hep-ex|Yin|J.,J.,initial
astro-ph|Lamoureux|M.,M.,initial
astro-ph|Constantino|T.,T.,initial
hep-ex|Martins|P.,P.,initial
hep-ex|Lin|C. X.,C. X.,initial
astro-ph|Shi|X.,X.,initial
nucl-ex|Boer|M.,M.,initial
physics|Miryala|S.,S.,initial
astro-ph|Giles|P. A.,P. A.,initial
hep-ex|Peng|J. C.,J. C.,initial
hep-ex|Budnev|N. M.,N. M.,initial
hep-ph|Neil|E. T.,E. T.,initial
astro-ph|Foster|C.,C.,initial
astro-ph|Kreckel|K.,K.,initial
hep-ex|Mulhearn|M.,M.,initial
hep-ex|Pereira|F.,F.,initial
hep-ex|Bernhard|J.,J.,initial
hep-ex|Sanfilippo|F.,F.,initial
astro-ph|Guidi|F.,F.,initial
hep-ph|Gersabeck|E. M.,E. M.,initial
physics|Lyubovitskij|V.,V.,initial
nucl-ex|Penttila|S. I.,S. I.,initial
physics|Altopp|G.,G.,initial
physics|Scherf|M.,M.,initial
cond-mat|Kim|S.,S.,initial
hep-ph|Pienaar|J.,J.,initial
astro-ph|Blin-Bondil|S.,S.,initial
nucl-ex|Sciubba|A.,A.,initial
physics|Scapparone|E.,E.,initial
hep-ex|Sparveris|N.,N.,initial
nucl-ex|Nantais|C.,C.,initial
astro-ph|Rubbia|C.,C.,initial
astro-ph|Surman|R.,R.,initial
nucl-ex|Kalinkin|D.,D.,initial
astro-ph|Eigmüller|Ph.,Ph.,initial
cond-mat|Tahir|M.,M.,initial
nucl-ex|Snowball|M.,M.,initial
physics|Agio|M.,M.,initial
hep-th|Petcov|S. T.,S. T.,initial
astro-ph|Lavraud|B.,B.,initial
gr-qc|Tonelli|M.,M.,initial
astro-ph|Vulcani|B.,B.,initial
astro-ph|Sako|T. K.,T. K.,initial
hep-ex|Innes|W. R.,W. R.,initial
hep-ex|Nakamura|M.,M.,initial
quant-ph|Gerritsma|R.,R.,initial
astro-ph|Vietri|A.,A.,initial
hep-ex|Chung|M.,M.,initial
astro-ph|Gimeno|G.,G.,initial
physics|Bretsko|M.,M.,initial
astro-ph|Berdyugina|S. V.,S. V.,initial
hep-ex|Schlösser|M.,M.,initial
astro-ph|Gong|Y.,Y.,initial
physics|Gilbert|C. E.,C. E.,initial
nucl-th|McClellan|R. E.,R. E.,initial
hep-ex|Ripoll|L.,L.,initial
hep-ex|Nehrkorn|C.,C.,initial
hep-ex|Nakamura|K. Z.,K. Z.,initial
hep-ex|Antonello|M.,M.,initial
cond-mat|Shubnyi|V. O.,V. O.,initial
eess|Badrudduza|A. S. M.,A. S. M.,initial
cond-mat|Nagashio|K.,K.,initial
astro-ph|Romanyuk|I. I.,I. I.,initial
astro-ph|Kazkaz|K.,K.,initial
astro-ph|Verzi|V.,V.,initial
nucl-ex|Ji|X.,X.,initial
astro-ph|Iida|T.,T.,initial
astro-ph|de Gasperin|F.,F.,initial
gr-qc|Delfavero|M.,M.,initial
physics|Mazziotta|M. N.,M. N.,initial
hep-ph|Di Piazza|A.,A.,initial
physics|Constante-Amores|C. R.,C. R.,initial
astro-ph|Rolland|L.,L.,initial
cond-mat|Kagawa|F.,F.,initial
hep-ph|Nascimento|J. R.,J. R.,initial
hep-ex|Porter|J.,J.,initial
hep-ex|Vagins|M. R.,M. R.,initial
hep-ex|Katsioulas|I.,I.,initial
physics|Cereseto|R.,R.,initial
astro-ph|Ueshima|G.,G.,initial
nucl-ex|Alexandrou|C.,C.,initial
nlin|Garifullin|R. N.,R. N.,initial
cond-mat|Kézsmárki|I.,I.,initial
hep-ex|Coupé|B.,B.,initial
hep-ex|Dove|J.,J.,initial
hep-ph|Back|H.,H.,initial
hep-ph|Grant|C.,C.,initial
physics|Maletic|D.,D.,initial
quant-ph|Moya-Cessa|H. M.,H. M.,initial
cond-mat|Moshnyaga|V.,V.,initial
hep-ex|Weinheimer|C.,C.,initial
astro-ph|Clayton|G. C.,G. C.,initial
nucl-ex|Basels|J. M.,J. M.,initial
astro-ph|Cadoni|M.,M.,initial
hep-ex|Wyszynski|G.,G.,initial
physics|Alt|C.,C.,initial
astro-ph|Schindler|S.,S.,initial
astro-ph|Chrimes|A.,A.,initial
hep-ex|Strikhanov|M.,M.,initial
physics|Fichtner|H.,H.,initial
quant-ph|Morton|J. J. L.,J. J. L.,initial
quant-ph|Slichter|D. H.,D. H.,initial
astro-ph|Tenegi|F.,F.,initial
hep-th|Papadopoulos|G.,G.,initial
hep-ex|Thom|J.,J.,initial
quant-ph|Zhou|F.,F.,initial
hep-ex|Trifonov|A. Yu.,A. Yu.,initial
cond-mat|Adhikari|R. B.,R. B.,initial
math|Sharipov|Z.,Z.,initial
physics|Mefodiev|A.,A.,initial
gr-qc|Flynn|E.,E.,initial
hep-ex|Licciardi|M.,M.,initial
astro-ph|Weaverdyck|N.,N.,initial
cs|Banks|M. Katherine,M. Katherine,initial
astro-ph|Adhikari|S.,S.,initial
astro-ph|West|R.,R.,initial
astro-ph|Sarkis|P.,P.,initial
nucl-ex|Price|J.,J.,initial
hep-ph|Lyu|Y.,Y.,initial
nucl-ex|Wang|W.,W.,initial
hep-ex|Brandt|A.,A.,initial
hep-ex|Richardson|R.,R.,initial
physics|Mazzacane|A.,A.,initial
astro-ph|Shiozawa|M.,M.,initial
astro-ph|Barr|B.,B.,initial
astro-ph|Gies|D.,D.,initial
hep-ex|Rostami|S.,S.,initial
hep-ex|Seo|S. H.,S. H.,initial
hep-ex|Flay|D.,D.,initial
cond-mat|Hackl|R.,R.,initial
gr-qc|Lazzarini|A.,A.,initial
hep-ex|Zhukova|V.,V.,initial
cond-mat|Chshiev|M.,M.,initial
astro-ph|Ogloza|W.,W.,initial
hep-th|Myrzakulov|R.,R.,initial
cond-mat|Irie|H.,H.,initial
astro-ph|Cole|A. A.,A. A.,initial
gr-qc|Ren|W.,W.,initial
nucl-ex|Krueger|K.,K.,initial
physics|Worcester|M.,M.,initial
hep-ex|Branchini|P.,P.,initial
nucl-ex|Pai|H.,H.,initial
astro-ph|Boyarsky|A.,A.,initial
gr-qc|Antier|S.,S.,initial
physics|Hosseini|S. A.,S. A.,initial
hep-ex|Pagenkopf|D.,D.,initial
astro-ph|Hamilton|H. F.,H. F.,initial
gr-qc|Kuo|C.,C.,initial
nucl-ex|Hemmick|T. K.,T. K.,initial
cond-mat|Arita|M.,M.,initial
cond-mat|Picozzi|S.,S.,initial
astro-ph|Guo|J. G.,J. G.,initial
hep-ph|Gershon|T.,T.,initial
quant-ph|Esteve|D.,D.,initial
hep-ex|Bretz|H. -P.,H. -P.,initial
astro-ph|Suchenek|M.,M.,initial
hep-ph|Ferlewicz|D.,D.,initial
nucl-ex|Winter|D.,D.,initial
physics|Furic|I.,I.,initial
nucl-th|de Melo|J. P. B. C.,J. P. B. C.,initial
nucl-ex|Dhamija|A.,A.,initial
hep-ex|Rudy|Z.,Z.,initial
astro-ph|Moustakas|J.,J.,initial
astro-ph|Buikema|A.,A.,initial
astro-ph|An|R.,R.,initial
hep-ex|Sasaki|R.,R.,initial
hep-th|Stern|A.,A.,initial
astro-ph|Ehrenreich|D.,D.,initial
math|Mendez-Bermudez|J. A.,J. A.,initial
quant-ph|Lehnert|K. W.,K. W.,initial
hep-ex|Arzymatov|K.,K.,initial
gr-qc|Vincent|F.,F.,initial
physics|Becker|B.,B.,initial
q-bio|Phillips|J. C.,J. C.,initial
nucl-ex|Raybern|J.,J.,initial
hep-ph|Suzuki|S. Y.,S. Y.,initial
cond-mat|Ferlaino|F.,F.,initial
astro-ph|Benetti|S.,S.,initial
astro-ph|Chilcote|J.,J.,initial
nucl-ex|Cleveland|B. T.,B. T.,initial
astro-ph|Losurdo|G.,G.,initial
hep-ph|Prokudin|A.,A.,initial
hep-ex|Wang|Y. Q.,Y. Q.,initial
hep-ex|Pacetti|S.,S.,initial
hep-ex|Yarbrough|G.,G.,initial
nucl-ex|Pire|B.,B.,initial
nucl-ex|Benson|S.,S.,initial
astro-ph|Rajbhandari|B.,B.,initial
cond-mat|Bengtsson|J.,J.,initial
physics|Wojcik|Ma. M.,Ma. M.,initial
hep-ph|Maji|P.,P.,initial
nucl-ex|Reindl|F.,F.,initial
cond-mat|Leon|R. C. C.,R. C. C.,initial
nucl-ex|Watanabe|Y. S.,Y. S.,initial
astro-ph|Bridle|S. L.,S. L.,initial
astro-ph|Fridlund|M.,M.,initial
hep-ex|Bračko|M.,M.,initial
gr-qc|Zanolin|M.,M.,initial
hep-ex|Ott|J.,J.,initial
hep-ph|Hayasaka|K.,K.,initial
hep-ex|Partridge|R.,R.,initial
quant-ph|Burgers|A. P.,A. P.,initial
cond-mat|Tjeng|L. H.,L. H.,initial
physics|Marchetti|M. Cristina,M. Cristina,initial
astro-ph|Carlini|M.,M.,initial
astro-ph|Martí|J.,J.,initial
hep-ph|Mastroianni|S.,S.,initial
astro-ph|Tabachnick|E.,E.,initial
hep-ex|Albrecht|J.,J.,initial
astro-ph|Basu|V.,V.,initial
nucl-ex|Beltran|B.,B.,initial
physics|Martini|M.,M.,initial
gr-qc|Oohara|K.,K.,initial
astro-ph|DeRose|J.,J.,initial
nucl-ex|Biesiadzinski|T. P.,T. P.,initial
physics|Billowes|J.,J.,initial
nucl-ex|Villari|A. C. C.,A. C. C.,initial
nucl-th|Topolnicki|K.,K.,initial
physics|Ferri|E.,E.,initial
astro-ph|Segovia|A.,A.,initial
astro-ph|Gao|J. R.,J. R.,initial
physics|Matteini|L.,L.,initial
hep-ex|Vizán|J.,J.,initial
astro-ph|Hidalgo|D.,D.,initial
astro-ph|Rose|M.,M.,initial
cond-mat|Steele|G. A.,G. A.,initial
nucl-ex|Classen|T.,T.,initial
math-ph|Haghighatdoost|Gh.,Gh.,initial
hep-ex|Gaskell|D.,D.,initial
hep-ph|Kang|W.,W.,initial
cond-mat|Chernyak|V. Y.,V. Y.,initial
physics|Corso|F. Dal,F. Dal,initial
astro-ph|He|X. B.,X. B.,initial
hep-ex|Savarese|C.,C.,initial
cond-mat|Nakamura|S.,S.,initial
astro-ph|Zharikov|S. V.,S. V.,initial
nucl-th|Aggarwal|I.,I.,initial
hep-ex|Lazareva|T. V.,T. V.,initial
astro-ph|Barayoga|J. C.,J. C.,initial
math-ph|Winternitz|P.,P.,initial
hep-ex|Napier|A.,A.,initial
cond-mat|Sachser|R.,R.,initial
astro-ph|Oates|S. R.,S. R.,initial
cond-mat|Tang|Y.,Y.,initial
hep-ex|De Pietro|G.,G.,initial
hep-ph|Asner|D. M.,D. M.,initial
hep-ex|Humair|T.,T.,initial
hep-ph|Lauret|J.,J.,initial
cond-mat|Leblanc|C.,C.,initial
hep-ex|Stewart|T.,T.,initial
nucl-ex|Zhang|Y. H.,Y. H.,initial
astro-ph|Tiedt|D. R.,D. R.,initial
hep-ex|Baltzell|N. A.,N. A.,initial
nucl-ex|Kuźniak|M.,M.,initial
cond-mat|Hennig|R. G.,R. G.,initial
physics|Winslow|L. A.,L. A.,initial
astro-ph|Keenan|F. P.,F. P.,initial
nucl-th|Bane|J.,J.,initial
hep-ex|Cariello|M.,M.,initial
astro-ph|Cavichia|O.,O.,initial
astro-ph|de Zeeuw|P. Tim,P. Tim,initial
nucl-th|Jacobs|W. W.,W. W.,initial
physics|Tanaka|M.,M.,initial
physics|Hansel|C.,C.,initial
astro-ph|de Plaa|J.,J.,initial
cond-mat|Kang|N.,N.,initial
gr-qc|Gurtug|O.,O.,initial
astro-ph|Vagnetti|F.,F.,initial
cond-mat|Zvereva|E. A.,E. A.,initial
nucl-th|Markowitz|P.,P.,initial
astro-ph|Loubser|S. I.,S. I.,initial
gr-qc|Olivetto|C.,C.,initial
astro-ph|Haardt|F.,F.,initial
hep-ex|Zhang|Z. Y.,Z. Y.,initial
astro-ph|Nania|R.,R.,initial
physics|Huang|R. G.,R. G.,initial
gr-qc|Mhaske|A.,A.,initial
astro-ph|Sreejith|A. G.,A. G.,initial
astro-ph|Evans|P. A.,P. A.,initial
hep-ph|Michielin|E.,E.,initial
astro-ph|Tregloan-Reed|J.,J.,initial
astro-ph|Linley|J. N.,J. N.,initial
hep-ph|Nowicki|S. C.,S. C.,initial
cond-mat|Pochet|P.,P.,initial
astro-ph|Baker|S. G.,S. G.,initial
quant-ph|Stuart|J.,J.,initial
astro-ph|Kozhberov|A. A.,A. A.,initial
hep-ex|Anghinolfi|M.,M.,initial
nucl-ex|Korsch|W.,W.,initial
hep-ex|Kuleshov|S.,S.,initial
astro-ph|Kuo|C. Y.,C. Y.,initial
physics|Quan|W.,W.,initial
hep-ex|Zöcklein|M.,M.,initial
hep-ex|Arnold|L. O.,L. O.,initial
nucl-ex|Zheng|H.,H.,initial
astro-ph|Kuntz|K. D.,K. D.,initial
astro-ph|Ling|C. H.,C. H.,initial
nucl-ex|Larson|A.,A.,initial
physics|Eriksen|S. R.,S. R.,initial
hep-ex|Hosseini|B.,B.,initial
hep-ex|Lindote|A.,A.,initial
physics|Chu|Y-K.,Y-K.,initial
hep-ph|de Elvira|J. Ruiz,J. Ruiz,initial
physics|Johnson|M.,M.,initial
hep-ph|Gil-Botella|I.,I.,initial
astro-ph|Kajava|J. J. E.,J. J. E.,initial
astro-ph|Vestrand|W. Thomas,W. Thomas,initial
astro-ph|Rovero|A. C.,A. C.,initial
hep-ex|Guimaraes|V. Salustino,V. Salustino,initial
quant-ph|Sage|J. M.,J. M.,initial
physics|Giannessi|L.,L.,initial
math|Pridham|J. P.,J. P.,initial
astro-ph|Gwilliam|C.,C.,initial
nucl-ex|Yang|Z.,Z.,initial
astro-ph|Baltay|C.,C.,initial
physics|Niner|E.,E.,initial
cond-mat|Lewis-Swan|R. J.,R. J.,initial
nucl-ex|Haseler|T. O. S.,T. O. S.,initial
astro-ph|Parks|J. R.,J. R.,initial
hep-ex|Salgado|C.,C.,initial
hep-ph|Gerstel|D.,D.,initial
astro-ph|Chontos|A.,A.,initial
physics|Grigoriev|D. N.,D. N.,initial
astro-ph|Jarrett|T.,T.,initial
physics|Perreur-Lloyd|M.,M.,initial
hep-ex|Goldin|D.,D.,initial
astro-ph|Hebrard|G.,G.,initial
hep-ph|Volovik|G. E.,G. E.,initial
gr-qc|Oberling|J.,J.,initial
hep-ex|Aune|S.,S.,initial
hep-ex|Hatch|M.,M.,initial
hep-ex|Lovasz|K.,K.,initial
hep-ex|Park|C.,C.,initial
cond-mat|Costa|A. T.,A. T.,initial
hep-ph|John|M.,M.,initial
astro-ph|Andronov|I. L.,I. L.,initial
astro-ph|Vilela|C.,C.,initial
nucl-ex|Johnson|B. M.,B. M.,initial
hep-ex|Bondì|M.,M.,initial
astro-ph|Roncadelli|M.,M.,initial
hep-ex|Zhao|Y. X. Zhao,Y. X. Zhao,initial
physics|Oblak|E.,E.,initial
astro-ph|Bekki|K.,K.,initial
hep-ex|Savrié|M.,M.,initial
astro-ph|Peixoto|C. J. Todero,C. J. Todero,initial
astro-ph|Martinez-Gonzalez|E.,E.,initial
hep-th|Sadjadi|H. Mohseni,H. Mohseni,initial
hep-ex|Stanislaus|S.,S.,initial
nucl-ex|Sasano|M.,M.,initial
physics|Lokhov|A.,A.,initial
gr-qc|Vine|D. J.,D. J.,initial
nucl-ex|Cliff|H. V.,H. V.,initial
physics|Acciarri|R.,R.,initial
physics|Muratova|V. N.,V. N.,initial
physics|Müller|F.,F.,initial
nucl-th|Parotto|P.,P.,initial
nucl-th|Hackman|G.,G.,initial
hep-ex|Rojo|J. Rodriguez,J. Rodriguez,initial
hep-ph|Gorelov|I. V.,I. V.,initial
hep-ex|Haufe|C. R.,C. R.,initial
physics|Schumm|B.,B.,initial
hep-ph|Chumakov|A. G.,A. G.,initial
physics|Pritchard|A.,A.,initial
astro-ph|Hartley|W.,W.,initial
physics|Ning|Z.,Z.,initial
math|Suresh|V.,V.,initial
hep-ex|Ping|J. L.,J. L.,initial
nucl-ex|Spitz|J.,J.,initial
hep-th|Pacif|S. K. J.,S. K. J.,initial
nucl-ex|Dijkstra|H.,H.,initial
astro-ph|Leroy|A. K.,A. K.,initial
physics|Cei|F.,F.,initial
astro-ph|Rousseau|B.,B.,initial
physics|Veenhof|R.,R.,initial
hep-ex|Thomas|J. H.,J. H.,initial
hep-ph|Baehr|S.,S.,initial
physics|Atanov|N.,N.,initial
astro-ph|Hodge|J.,J.,initial
cond-mat|Maple|M. Brian,M. Brian,initial
hep-ex|Gornushkin|Y.,Y.,initial
astro-ph|Paoletti|D.,D.,initial
astro-ph|Schoefer|P.,P.,initial
cond-mat|Plascak|J. A.,J. A.,initial
astro-ph|Penev|K.,K.,initial
cond-mat|Fan|D. D.,D. D.,initial
nucl-ex|Mariam|R.,R.,initial
physics|Rott|C.,C.,initial
physics|Kochanek|I.,I.,initial
hep-ex|Tiemens|M.,M.,initial
physics|Barr|G.,G.,initial
physics|Michiels|R.,R.,initial
hep-ph|Lautenbach|K.,K.,initial
physics|D.|Ph.,Ph.,initial
astro-ph|Kintscher|T.,T.,initial
hep-ph|Vilela|C.,C.,initial
astro-ph|Placidi|E.,E.,initial
math|Rojas|J. Maurice,J. Maurice,initial
hep-ph|Jackura|A.,A.,initial
cond-mat|Lake|B.,B.,initial
math|Nikonorov|Yu. G.,Yu. G.,initial
nucl-ex|Dompè|V.,V.,initial
hep-ex|Liao|J.,J.,initial
nucl-ex|López-March|N.,N.,initial
physics|Nguyen|H.,H.,initial
astro-ph|Drake|J. F.,J. F.,initial
gr-qc|Lackey|B. D.,B. D.,initial
physics|Krieger|C.,C.,initial
astro-ph|Ding|J.,J.,initial
astro-ph|Smirnov|O. M.,O. M.,initial
gr-qc|Satari|H.,H.,initial
astro-ph|Tinsman|C. L.,C. L.,initial
nucl-ex|Ivanov|A. N.,A. N.,initial
physics|Chergui|J.,J.,initial
astro-ph|Capaccioni|F.,F.,initial
astro-ph|Shariff|J. A.,J. A.,initial
physics|Meroni|E.,E.,initial
astro-ph|Arène|M.,M.,initial
hep-ex|Muramatsu|H.,H.,initial
astro-ph|Sandri|M.,M.,initial
hep-ex|Bradascio|F.,F.,initial
cond-mat|Bergman|A.,A.,initial
hep-ex|Worcester|M.,M.,initial
cond-mat|Alhassid|Y.,Y.,initial
nucl-ex|Lai|A.,A.,initial
gr-qc|Jesus|J. F.,J. F.,initial
physics|Kim|S. K.,S. K.,initial
astro-ph|Adam|R.,R.,initial
nucl-ex|Tsang|R.,R.,initial
astro-ph|La Rosa|G.,G.,initial
nucl-th|Butterworth|J.,J.,initial
astro-ph|Kuulkers|E.,E.,initial
quant-ph|Yusupov|J. R.,J. R.,initial
astro-ph|Smith|A. J.,A. J.,initial
cond-mat|Garcia-March|M. A.,M. A.,initial
hep-ex|Oh|S.,S.,initial
hep-ph|Ma|R. Q.,R. Q.,initial
math|Osorio|D. P. Moya,D. P. Moya,initial
astro-ph|Lagattuta|D. J.,D. J.,initial
nlin|Isoard|M.,M.,initial
hep-ex|Kurata|M.,M.,initial
astro-ph|Britt|C. A.,C. A.,initial
hep-ph|Kheirandish|A.,A.,initial
astro-ph|French|K. Decker,K. Decker,initial
hep-ex|Han|T. T.,T. T.,initial
hep-ex|Deaconu|C.,C.,initial
physics|Nakayoshi|K.,K.,initial
cond-mat|Jarrige|I.,I.,initial
cond-mat|Sun|J.,J.,initial
astro-ph|Page|M. J.,M. J.,initial
hep-ph|Mikhailov|S. V.,S. V.,initial
astro-ph|Zhang|B.,B.,initial
astro-ph|Rozo|E.,E.,initial
astro-ph|Zweifel|P.,P.,initial
nucl-ex|Quinn|B.,B.,initial
hep-ex|Medina|A.,A.,initial
astro-ph|Kővári|Zs.,Zs.,initial
astro-ph|Shahriar|M. S.,M. S.,initial
astro-ph|Lara|F. Espinosa,F. Espinosa,initial
astro-ph|Ferguson|P. S.,P. S.,initial
physics|Monteiro|C. M. B.,C. M. B.,initial
astro-ph|Kheirandish|A.,A.,initial
astro-ph|De Angeli|F.,F.,initial
astro-ph|Mertens|F.,F.,initial
hep-ex|Hill|T.,T.,initial
astro-ph|Drlica-Wagner|A.,A.,initial
cond-mat|Gardner|G. C.,G. C.,initial
nucl-th|Magdy|N.,N.,initial
hep-ph|Greenwald|D.,D.,initial
quant-ph|Gonzalez-Zalba|M. Fernando,M. Fernando,initial
physics|Moore|I. D.,I. D.,initial
hep-ph|Laundrie|A.,A.,initial
hep-ex|Sarasty|C.,C.,initial
astro-ph|Ruhe|T.,T.,initial
hep-ex|Hoff|M. D.,M. D.,initial
nucl-ex|Kiss|Á.,Á.,initial
hep-ph|Gibson|A.,A.,initial
cond-mat|Reschke|S.,S.,initial
physics|Murakami|M.,M.,initial
gr-qc|Cie{ś}lar|M.,M.,initial
physics|Nugent|J. C.,J. C.,initial
astro-ph|Hui|C. M.,C. M.,initial
hep-ex|Andronov|E. V.,E. V.,initial
nucl-ex|Amir-Ahmadi|H. R.,H. R.,initial
hep-ex|Leason|E. A.,E. A.,initial
nucl-ex|Downes|A. G.,A. G.,initial
cond-mat|Vasiliev|A. N.,A. N.,initial
quant-ph|Kolobov|M. I.,M. I.,initial
nucl-ex|Campani|A.,A.,initial
physics|Najmudin|Z.,Z.,initial
nucl-ex|Bonhomme|A.,A.,initial
hep-ph|Cakir|O.,O.,initial
hep-ex|Pessard|H.,H.,initial
hep-ex|Carretero|V.,V.,initial
astro-ph|Márka|S.,S.,initial
physics|Carosi|G.,G.,initial
astro-ph|Zurbach|C.,C.,initial
hep-ex|van Herwijnen|E.,E.,initial
hep-ph|Schaffer|T.,T.,initial
physics|Alhusseini|M.,M.,initial
hep-ex|Caiulo|D.,D.,initial
physics|Wittweg|C.,C.,initial
hep-ex|Xu|A.,A.,initial
cond-mat|Jezek|D. M.,D. M.,initial
nucl-ex|Bucci|C.,C.,initial
cond-mat|Nakajima|Y.,Y.,initial
nucl-ex|Urban|M.,M.,initial
physics|Malyshev|A. V.,A. V.,initial
physics|Wu|Y. C.,Y. C.,initial
physics|Guthikonda|K. K.,K. K.,initial
hep-ex|Sharma|S.,S.,initial
cond-mat|Ventura|G. B.,G. B.,initial
nucl-ex|Karavicheva|T.,T.,initial
astro-ph|Buson|S.,S.,initial
math|Makhlouf|A.,A.,initial
nucl-ex|Leonard|D. S.,D. S.,initial
astro-ph|Bettoni|D.,D.,initial
physics|Gasik|P.,P.,initial
hep-ex|Buonincontri|L.,L.,initial
hep-ex|Callier|S.,S.,initial
physics|Budd|H.,H.,initial
physics|Khalife|H.,H.,initial
astro-ph|Merten|L.,L.,initial
nucl-th|de Angelis|G.,G.,initial
astro-ph|Haworth|T. J.,T. J.,initial
astro-ph|McCullough|J.,J.,initial
physics|Stiegler|T. M.,T. M.,initial
astro-ph|Goedhart|S.,S.,initial
gr-qc|Pavlov|Yu. V.,Yu. V.,initial
nucl-ex|Dunlop|M. R.,M. R.,initial
cond-mat|Sanches|J. E.,J. E.,initial
astro-ph|Pérez-Hoyos|S.,S.,initial
physics|Zepp|M.,M.,initial
math|Cedzich|C.,C.,initial
astro-ph|Kind|M. Carrasco,M. Carrasco,initial
nucl-ex|Akar|S.,S.,initial
nucl-ex|Schrock|P.,P.,initial
hep-ex|Nikolaev|N. N.,N. N.,initial
astro-ph|Deg|N.,N.,initial
nucl-ex|Burr|C.,C.,initial
cond-mat|McIver|J. W.,J. W.,initial
physics|Mateos|I.,I.,initial
physics|Zhu|T.,T.,initial
astro-ph|Nidever|D.,D.,initial
astro-ph|Hoyland|D.,D.,initial
physics|Cappati|A.,A.,initial
cond-mat|Kumar|P. S. Anil,P. S. Anil,initial
astro-ph|Spera|M.,M.,initial
cond-mat|Braithwaite|D.,D.,initial
cond-mat|Wiedmann|S.,S.,initial
astro-ph|Zhang|B. Theodore,B. Theodore,initial
nucl-ex|Martínez-Lema|G.,G.,initial
astro-ph|Popovic|L. C.,L. C.,initial
astro-ph|Ahmadi|A.,A.,initial
hep-ph|Rodriguez|S.,S.,initial
hep-ex|Ye|Z.,Z.,initial
hep-ex|de Gouvea|A.,A.,initial
hep-ex|Llope|W. J.,W. J.,initial
astro-ph|Sandoval|L. E. Rivera,L. E. Rivera,initial
hep-ex|Hu|Z. J.,Z. J.,initial
astro-ph|Quinn|L.,L.,initial
astro-ph|Xue|L.,L.,initial
nucl-ex|Franco|C.,C.,initial
astro-ph|Fossati|M.,M.,initial
astro-ph|Xin|L. P.,L. P.,initial
astro-ph|di Matteo|A.,A.,initial
cond-mat|Pelliciari|J.,J.,initial
hep-ex|Ludwig|A.,A.,initial
nucl-th|Akkelin|S. V.,S. V.,initial
hep-ex|Mamon|S. A.,S. A.,initial
astro-ph|Ramos-Pollan|R.,R.,initial
nucl-ex|Bacca|S.,S.,initial
astro-ph|Rinchiuso|L.,L.,initial
physics|Panareo|M.,M.,initial
hep-ph|Xu|Y. C.,Y. C.,initial
astro-ph|Torelli|M.,M.,initial
physics|Collamati|F.,F.,initial
quant-ph|Chandrasekar|V. K.,V. K.,initial
astro-ph|Notsu|Y.,Y.,initial
nucl-ex|Majoros|T.,T.,initial
astro-ph|Gregori|G.,G.,initial
astro-ph|Hristov|V. V.,V. V.,initial
hep-ph|Sarti|A.,A.,initial
astro-ph|Carlassara|M.,M.,initial
physics|Bonnell|J.,J.,initial
physics|Reindl|F.,F.,initial
gr-qc|Skliris|V.,V.,initial
hep-ex|Seon|O.,O.,initial
astro-ph|Garabato|D.,D.,initial
nucl-ex|Albrecht|J.,J.,initial
nucl-ex|Palomino|J. L.,J. L.,initial
physics|Casali|N.,N.,initial
physics|Ropelewski|L.,L.,initial
hep-ph|Kuleshov|S. V.,S. V.,initial
gr-qc|Lopez|D.,D.,initial
astro-ph|van der Marel|R. P.,R. P.,initial
hep-th|Junior|D. R.,D. R.,initial
nucl-ex|Jentsch|A.,A.,initial
nucl-th|Samsonov|I. B.,I. B.,initial
